listener_artist,chart_appearances,match_type,match_score,mbid,artist_mb,matched_name,Simplified_Genres
Wilbert Harrison,31,exact_text,1.0,4d12dcc2-ab89-4f68-aa7b-0939a839a068,Wilbert Harrison,Wilbert Harrison,R&B
Frank Ifield,31,exact_text,1.0,7fb61f7b-2ad3-4d5b-96fd-5c5327456abb,Frank Ifield,Frank Ifield,Pop
The Five Stairsteps,31,exact_normalized,1.0,42700164-abe3-4b45-b627-f4c8deca5e82,Five Stairsteps,Five Stairsteps,R&B
Grateful Dead,31,exact_text,1.0,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,Grateful Dead,Grateful Dead,Rock
Randy VanWarmer,31,exact_text,1.0,0da3a5cc-babe-4438-b4f5-f754d0a1ca26,Randy VanWarmer,Randy VanWarmer,Pop
Patrice Rushen,31,exact_text,1.0,a247b1b8-8f47-4568-9a89-fa16b4a2b77f,Patrice Rushen,Patrice Rushen,"Electronic, Jazz, Pop, R&B, Rock"
Mack 10,31,exact_text,1.0,c3b4e25b-977f-4cb6-96d7-f68afbac732f,Mack 10,Mack 10,Hip-Hop
The Corrs,31,exact_text,1.0,acf6c776-d0f6-4239-b5a2-a45a613ffa52,The Corrs,The Corrs,"Country, Pop"
Chumbawamba,31,exact_text,1.0,7b7b1e6f-e73e-41a0-9d72-8f0b30c6992d,Chumbawamba,Chumbawamba,"Country, Pop, Rock"
Mark Chesnutt,31,exact_text,1.0,4e1f5310-f9bf-4862-a73c-d7fe60cbc4d6,Mark Chesnutt,Mark Chesnutt,Country
Stacie Orrico,31,exact_text,1.0,eda489f6-afa5-46b0-a4f5-ad42e735dcad,Stacie Orrico,Stacie Orrico,"Pop, R&B"
Ruben Studdard,31,exact_text,1.0,5f5efe60-0461-4c3a-bad9-93d1eaa72da1,Ruben Studdard,Ruben Studdard,"Pop, R&B"
Yellowcard,31,exact_text,1.0,3630fff3-52fc-4e97-ab01-d68fd88e4135,Yellowcard,Yellowcard,Rock
Nick Lachey,31,exact_text,1.0,51eb1070-465f-4ec5-bbd9-2c3f4d82424f,Nick Lachey,Nick Lachey,"Pop, R&B"
Rick Ross,31,exact_text,1.0,13bcb2bb-db37-4397-baf5-e0f085be2d64,Rick Ross,Rick Ross,Hip-Hop
Elliott Yamin,31,exact_text,1.0,f1c1963a-ba17-4c61-b4d5-344aec12e1c0,Elliott Yamin,Elliott Yamin,"Pop, R&B"
Secondhand Serenade,31,exact_text,1.0,c4caa34e-57b5-432b-ad9d-7e6543944d96,Secondhand Serenade,Secondhand Serenade,"Pop, Rock"
Gavin Rossdale,31,exact_text,1.0,d530dad4-81e5-4874-808a-d708039289fb,Gavin Rossdale,Gavin Rossdale,Rock
Keri Hilson,31,exact_text,1.0,b76c616a-ec0d-4f0c-b986-f249c4a04d77,Keri Hilson,Keri Hilson,"Pop, R&B"
2 Chainz,31,exact_text,1.0,dff0d392-4cd5-4052-9fbb-f485df3891e5,2 Chainz,2 Chainz,Hip-Hop
Clean Bandit Featuring Jess Glynne,31,exact_text,1.0,dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit,Clean Bandit,"Electronic, Pop"
Faron Young,30,exact_text,1.0,5799b78e-a103-427b-8a1d-0bfeaddbb0c0,Faron Young,Faron Young,Country
Esther Phillips,30,exact_text,1.0,e261c42a-cbd7-4b97-8b72-218801bdc5b9,Esther Phillips,Esther Phillips,"Country, Jazz, Pop, R&B"
Procol Harum,30,exact_text,1.0,44119570-4d53-46e7-a447-bd18608c28d8,Procol Harum,Procol Harum,Rock
Iron Butterfly,30,exact_text,1.0,3da3e7e1-e817-47e8-8624-635df4aedbe6,Iron Butterfly,Iron Butterfly,Rock
Jim Capaldi,30,exact_text,1.0,277346a8-e246-48ec-a162-99cda6d350e6,Jim Capaldi,Jim Capaldi,"Pop, Rock"
Marie Osmond,30,exact_text,1.0,5d8f1ebd-6b28-420a-ab15-75b9bc12f7d6,Marie Osmond,Marie Osmond,"Country, Pop"
David Essex,30,exact_text,1.0,822e180a-061a-4da0-a1f3-35e8bdf5f240,David Essex,David Essex,"Pop, Rock"
Boney M.,30,exact_text,1.0,5403bf6e-bc1d-4e62-b31f-926a2bf66a14,Boney M.,Boney M.,"Country, R&B"
Spyro Gyra,30,exact_text,1.0,9a7c8025-1af8-42cd-8df8-857220610bc5,Spyro Gyra,Spyro Gyra,Jazz
Lee Greenwood,30,exact_text,1.0,6038dd90-1ae4-40b0-b2b7-8087fcbedc03,Lee Greenwood,Lee Greenwood,"Country, Pop"
Club Nouveau,30,exact_text,1.0,2146b803-52f4-4fc4-941a-528b9096dc77,Club Nouveau,Club Nouveau,"Electronic, Hip-Hop, R&B"
Bardeux,30,exact_text,1.0,bf687797-5858-4790-bd3e-b1cf9d65401e,Bardeux,Bardeux,"Electronic, Pop"
The U-Krew,30,exact_text,1.0,dc27bfea-ab89-4a76-8f1e-662e0fb19537,The U-Krew,The U-Krew,Hip-Hop
Sinead O'Connor,30,fuzzy,0.9655,c78a77fa-507c-4c07-947a-0355029453bd,Sinéad O’Connor,Sinéad O’Connor,"Country, Pop, Rock"
Technotronic Featuring Ya Kid K,30,exact_text,1.0,62173ce5-37ef-41b1-86cd-45401a8955fc,Technotronic,Technotronic,"Electronic, Hip-Hop, Pop"
Wu-Tang Clan,30,fuzzy,0.9565,0febdcf7-4e1f-4661-9493-b40427de2c13,Wu‐Tang Clan,Wu‐Tang Clan,Hip-Hop
KRS-One,30,fuzzy,0.9231,fc4568b6-cbe3-4a3d-8409-28510c19e3e2,KRS‐One,KRS‐One,Hip-Hop
20 Fingers Featuring Gillette,30,exact_text,1.0,1592a0a6-c7aa-40d7-aa2d-2e3026bb85fa,20 Fingers,20 Fingers,"Electronic, Pop"
Take That,30,exact_text,1.0,24d2505b-388c-46cc-8a64-48223ea6d78d,Take That,Take That,Pop
Xzibit,30,exact_text,1.0,9e839dc3-55f3-4492-ad0e-a1a2e84275e2,Xzibit,Xzibit,Hip-Hop
Public Announcement,30,exact_text,1.0,eedac904-9fd2-43f1-af88-cc0ee2646a9e,Public Announcement,Public Announcement,"Hip-Hop, R&B"
Chely Wright,30,exact_text,1.0,d4e538ad-2936-42ef-9259-77052c4fcdd2,Chely Wright,Chely Wright,Country
Mr. Cheeks,30,exact_text,1.0,ddd0bef5-03ba-46a1-aae3-cbefc3ab3d57,Mr. Cheeks,Mr. Cheeks,Hip-Hop
Gnarls Barkley,30,exact_text,1.0,a47c3aa2-7d87-475c-a2c7-1e2047dafb09,Gnarls Barkley,Gnarls Barkley,"R&B, Rock"
Gucci Mane,30,exact_text,1.0,36494952-f434-45d8-a958-8b4acdbcf8a8,Gucci Mane,Gucci Mane,Hip-Hop
Ruth Brown,29,exact_text,1.0,948137e5-783e-4386-bd7c-a56c2666d1e2,Ruth Brown,Ruth Brown,"Jazz, R&B"
Webb Pierce,29,exact_text,1.0,cbd197c2-1c29-4f46-acc6-0565a916d143,Webb Pierce,Webb Pierce,Country
Ernie K-Doe,29,fuzzy,0.9524,7f06afd2-a30f-47b6-a25d-6638ab91c817,Ernie K‐Doe,Ernie K‐Doe,R&B
Jimmy McGriff,29,exact_text,1.0,58f23499-f263-4772-9b7a-2f6cd2fe428f,Jimmy McGriff,Jimmy McGriff,Jazz
Louis Armstrong And The All Stars,29,fuzzy,0.9394,f617ed55-7691-41cc-9671-c04a29641125,Louis Armstrong & His All-Stars,Louis Armstrong & His All-Stars,"Jazz, Pop"
Paper Lace,29,exact_text,1.0,c62995d6-a622-43e0-ae11-12a0f8638deb,Paper Lace,Paper Lace,Pop
Bill Conti,29,exact_text,1.0,631e2d6a-16ac-4c49-89ac-987dc81e60e9,Bill Conti,Bill Conti,R&B
Larry Graham,29,exact_text,1.0,87982d06-55e1-456c-a11e-9911cc320f45,Larry Graham,Larry Graham,R&B
Scritti Politti,29,exact_text,1.0,a2588b38-6532-4186-b0c8-9aff306d56f5,Scritti Politti,Scritti Politti,"Pop, R&B, Rock"
Rob Base & D.J. E-Z Rock,29,fuzzy,0.9796,6f191c70-1345-4ea5-b7af-5db9ee50d7c0,Rob Base & D.J. E‐Z Rock,Rob Base & D.J. E‐Z Rock,Hip-Hop
Edie Brickell & New Bohemians,29,exact_text,1.0,df87d5be-c4b5-48e4-97b2-6440b77ca4fb,Edie Brickell & New Bohemians,Edie Brickell & New Bohemians,"Country, Rock"
Public Enemy,29,exact_text,1.0,bf2e15d0-4b77-469e-bfb4-f8414415baca,Public Enemy,Public Enemy,Hip-Hop
Boy Krazy,29,exact_text,1.0,814359d1-44f5-41c1-9440-5e685969d395,Boy Krazy,Boy Krazy,Pop
Elastica,29,exact_text,1.0,46693641-1e2e-4aae-80ed-6b28170de63a,Elastica,Elastica,Rock
Lisa Loeb,29,exact_text,1.0,22c5cef9-80e8-48d2-acd3-6d16f6c8a16d,Lisa Loeb,Lisa Loeb,"Country, Pop, Rock"
Clint Black,29,exact_text,1.0,dcd522c9-ac64-4c53-b080-6aab4abf2b44,Clint Black,Clint Black,Country
Cobra Starship Featuring Sabi,29,exact_text,1.0,ffb390b8-8df4-4b72-97d1-7b2fc008a452,Cobra Starship,Cobra Starship,"Electronic, Pop, Rock"
Lil Yachty,29,exact_text,1.0,a668565b-41b8-44a8-9d5c-8e609dbf69fc,Lil Yachty,Lil Yachty,"Hip-Hop, Rock"
Julia Michaels,29,exact_text,1.0,4757df70-6c3e-46b8-99c0-a68644595c9a,Julia Michaels,Julia Michaels,"Electronic, Pop"
Tyga Featuring Offset,29,exact_text,1.0,ce09ea31-3d4a-4487-a797-e315175457a0,Tyga,Tyga,Hip-Hop
JP Saxe Featuring Julia Michaels,29,exact_text,1.0,5d27a55a-5731-4ef5-a3ad-d5b44251db0f,JP Saxe,JP Saxe,Pop
CKay,29,exact_text,1.0,eb1febcf-9902-4962-9dc4-8fe4d7fc25b4,CKay,CKay,"Pop, R&B"
Ravyn Lenae,29,exact_text,1.0,94c64122-dbd4-4927-b2fa-f204b0b4b0c2,Ravyn Lenae,Ravyn Lenae,R&B
Perez Prado And His Orchestra,28,exact_text,1.0,09c90630-b2b3-488f-97a2-06d41a85e8ac,Pérez Prado and His Orchestra,Pérez Prado and His Orchestra,Country
Doris Day,28,exact_text,1.0,3db5dfb1-1b91-4038-8268-ae04d15b6a3e,Doris Day,Doris Day,"Jazz, Pop"
Lonnie Mack,28,exact_text,1.0,8d7e3ee7-f391-43a5-84ae-3b830d4eba81,Lonnie Mack,Lonnie Mack,"Country, Jazz, R&B, Rock"
Irma Thomas,28,exact_text,1.0,710c7ffa-977e-4431-9f00-c8d4eddf6808,Irma Thomas,Irma Thomas,R&B
Bunny Sigler,28,exact_text,1.0,3778a413-6202-44c4-a11c-aaeb78feb7de,Bunny Sigler,Bunny Sigler,"Pop, R&B"
King Curtis & The Kingpins,28,exact_text,1.0,cc8edf97-c082-4a0b-8fd5-1dd28262ea11,King Curtis & The Kingpins,King Curtis & The Kingpins,"Jazz, R&B, Rock"
Donnie Elbert,28,exact_text,1.0,376864c3-a9b5-4789-91a0-562f1176a05c,Donnie Elbert,Donnie Elbert,R&B
Patti Austin,28,exact_text,1.0,e58ae396-5050-4640-a5d1-8826b5c4ba13,Patti Austin,Patti Austin,"Jazz, Pop, R&B"
Vangelis,28,exact_text,1.0,57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,Vangelis,Vangelis,"Electronic, Rock"
Talk Talk,28,exact_text,1.0,a74f43e4-50c4-4b19-a2ce-c05ce9bccb03,Talk Talk,Talk Talk,"Pop, Rock"
Shabba Ranks,28,exact_text,1.0,c0336f2a-610f-4b38-bc13-eb07393425a7,Shabba Ranks,Shabba Ranks,"Country, Hip-Hop"
Lina Santiago,28,exact_text,1.0,03fac58d-4439-436a-b2f5-85c1043be0a2,Lina Santiago,Lina Santiago,Pop
Lord Tariq & Peter Gunz,28,exact_text,1.0,b7517e94-8547-4c59-b098-85e593354976,Lord Tariq & Peter Gunz,Lord Tariq & Peter Gunz,Hip-Hop
Marcy Playground,28,exact_text,1.0,64cdc08f-ba6f-41fe-94be-452dc6d5108e,Marcy Playground,Marcy Playground,"Pop, Rock"
Eagle-Eye Cherry,28,fuzzy,0.9677,4a5777b3-f55b-437c-8b23-d9ee7791c7fc,Eagle‐Eye Cherry,Eagle‐Eye Cherry,Rock
Patty Loveless,28,exact_text,1.0,e6cb4a73-6253-41c9-9450-f1862d30584e,Patty Loveless,Patty Loveless,Country
Tal Bachman,28,exact_text,1.0,f8364fea-e139-4e9b-9f95-2081dc7a91b6,Tal Bachman,Tal Bachman,Pop
Fat Joe Featuring Ashanti,28,exact_text,1.0,a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,Fat Joe,Hip-Hop
Juanes,28,exact_text,1.0,8b0f05ce-354e-4121-9e0b-8b4732ea844f,Juanes,Juanes,"Country, Pop, Rock"
Yung Joc,28,exact_text,1.0,1f83258f-ee16-4f3b-8570-e9ef3ad6973e,Yung Joc,Yung Joc,Hip-Hop
Mat Kearney,28,exact_text,1.0,320d40d6-28dd-42d7-b05f-7e6e8d399a2e,Mat Kearney,Mat Kearney,"Country, Hip-Hop, Pop"
Lily Allen,28,exact_text,1.0,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,Lily Allen,"Country, Electronic, Pop, R&B"
Wyclef Jean Featuring Akon| Lil Wayne & Niia,28,exact_text,1.0,4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c,Wyclef Jean,Wyclef Jean,"Hip-Hop, R&B"
Bobby Shmurda,28,exact_text,1.0,4ec3b7d8-efbb-4672-8067-5e72bd8dba3e,Bobby Shmurda,Bobby Shmurda,Hip-Hop
Liam Payne Featuring Quavo,28,exact_text,1.0,93ae8651-24ee-406c-b927-eb7cd773ae38,Liam Payne,Liam Payne,"Pop, R&B"
G-Eazy Featuring A$AP Rocky & Cardi B,28,fuzzy,0.9091,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,G‐Eazy,G‐Eazy,Hip-Hop
Sheck Wes,28,exact_text,1.0,07ab04d4-bdbc-4c93-bfb2-457693a4ff94,Sheck Wes,Sheck Wes,"Hip-Hop, Rock"
Surf Mesa Featuring Emilee,28,exact_text,1.0,5ed8f4ac-3ae8-4a83-9ff9-565510c7f6e5,Surf Mesa,Surf Mesa,Electronic
Warren Zeiders,28,exact_text,1.0,6d9e7506-8b53-4dd8-992a-512b18f3b6ba,Warren Zeiders,Warren Zeiders,Country
Kitty Kallen,27,exact_text,1.0,0822ea07-20f8-4740-a97a-a827cb6ce883,Kitty Kallen,Kitty Kallen,"Jazz, Pop"
Blues Magoos,27,exact_text,1.0,9f066e90-a04e-447e-a878-01d8a1bb4bea,Blues Magoos,Blues Magoos,Rock
Syl Johnson,27,exact_text,1.0,2e8cbd3d-44c0-4725-89e0-7db8010aa832,Syl Johnson,Syl Johnson,"Jazz, R&B"
Billy Swan,27,exact_text,1.0,fa1a5b71-965b-4f4f-bc93-d7920889e335,Billy Swan,Billy Swan,"Country, Rock"
Jessi Colter,27,exact_text,1.0,2de9fcb9-543b-4696-84eb-043d70d723ae,Jessi Colter,Jessi Colter,Country
Roxy Music,27,exact_text,1.0,331ce348-1b08-40b9-8ed7-0763b92bd003,Roxy Music,Roxy Music,"Pop, Rock"
Trixter,27,exact_text,1.0,b5e9b8b6-af40-42b3-b897-6feeec3af644,Trixter,Trixter,Rock
Rozalla,27,exact_text,1.0,a41e9be6-6caf-464d-b3a8-48fdebc179f7,Rozalla,Rozalla,"Electronic, Pop"
Digable Planets,27,exact_text,1.0,ff44f779-74ab-48f8-aac3-39ebe8f7c18e,Digable Planets,Digable Planets,"Hip-Hop, Jazz"
Skee-Lo,27,fuzzy,0.9231,9341a67c-4f0c-43c2-9ec4-c222d2cb97f3,Skee‐Lo,Skee‐Lo,Hip-Hop
Deana Carter,27,exact_text,1.0,49d04262-6389-4f51-829e-d8fd1b8b80fa,Deana Carter,Deana Carter,Country
The Prodigy,27,exact_text,1.0,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,The Prodigy,"Electronic, Rock"
Master P Feat. Fiend| Silkk the Shocker| Mia X & Mystikal,27,exact_text,1.0,a5bd836d-8d8f-48a5-b0b7-dbb18b3264dd,Master P,Master P,Hip-Hop
Macy Gray,27,exact_text,1.0,48772747-4cda-4ba8-b470-cfd5a32e05f7,Macy Gray,Macy Gray,"Jazz, R&B"
Tamar Braxton,27,exact_text,1.0,ffb5f70c-cd10-48a5-92d0-cea440e6fd40,Tamar Braxton,Tamar Braxton,R&B
Big Tymers,27,exact_text,1.0,6c5ab1b7-8c64-4edb-b6fb-aea57df96a9d,Big Tymers,Big Tymers,Hip-Hop
Marques Houston,27,exact_text,1.0,94df7b45-d847-4ed4-8606-0cbe6e5a5573,Marques Houston,Marques Houston,"Hip-Hop, R&B"
Kardinal Offishall Featuring Akon,27,exact_text,1.0,03647192-f55b-42b2-9a74-db28fcae8fd1,Kardinal Offishall,Kardinal Offishall,Country
Jamie Foxx Featuring T-Pain,27,exact_text,1.0,15a5da16-8b89-4047-aefe-81473c97b5b2,Jamie Foxx,Jamie Foxx,"Hip-Hop, Pop, R&B"
La Roux,27,exact_text,1.0,88d1360a-bc2d-47df-90d1-d2de285560aa,La Roux,La Roux,"Pop, Rock"
Travie McCoy Featuring Bruno Mars,27,exact_text,1.0,76bf7aec-83f0-47a9-8964-eea180b99ac2,Travie McCoy,Travie McCoy,"Hip-Hop, Rock"
A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,27,exact_text,1.0,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,A$AP Rocky,A$AP Rocky,Hip-Hop
Tiesto,27,exact_text,1.0,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,Tiësto,Tiësto,Electronic
PARTYNEXTDOOR Featuring Drake,27,exact_text,1.0,f23ef341-33bd-47c1-b83c-846a78581f05,PARTYNEXTDOOR,PARTYNEXTDOOR,"Country, Hip-Hop, R&B"
Kiiara,27,exact_text,1.0,dbc26631-5e61-4ba2-84ff-e1423a1c288a,Kiiara,Kiiara,"Electronic, Pop, R&B"
Major Lazer Featuring Justin Bieber & Mo,27,exact_text,1.0,75be165a-ad83-4d12-bd28-f589a15c479f,Major Lazer,Major Lazer,"Country, Electronic, Hip-Hop"
Calboy,27,exact_text,1.0,2d4a0012-7364-40e5-b57f-ad2d4f51a30a,Calboy,Calboy,Hip-Hop
Toosii,27,exact_text,1.0,87d59d19-2615-4ada-853f-d552bf3b56e5,Toosii,Toosii,Hip-Hop
Buddy Holly,26,exact_text,1.0,d352f5dd-3023-4565-a7bb-52396bf8821d,Buddy Holly,Buddy Holly,"Country, Pop, Rock"
Buddy Knox,26,exact_text,1.0,0c45bbe7-f4d5-4d84-a382-4c1f132176e1,Buddy Knox,Buddy Knox,"Pop, Rock"
Eddie Harris,26,exact_text,1.0,f9ba6d40-60f3-4c85-ac23-0bf67c3247e4,Eddie Harris,Eddie Harris,Jazz
Matt Monro,26,exact_text,1.0,6965a0f4-6e7b-4feb-8709-508f83c1af93,Matt Monro,Matt Monro,Pop
Cannonball Adderley,26,exact_text,1.0,a4c73ebe-b2c7-4f13-b99d-2fe1f9f27da8,Cannonball Adderley,Cannonball Adderley,Jazz
Gale Garnett,26,exact_text,1.0,076e7f24-9a94-455d-a4d2-9f82e97e4b49,Gale Garnett,Gale Garnett,"Country, Pop"
El Chicano,26,exact_text,1.0,256344f2-078e-44ec-8c41-23f7a3c1cd25,El Chicano,El Chicano,R&B
Jud Strunk,26,exact_text,1.0,566d4028-2b50-4069-bdf6-37be61278eda,Jud Strunk,Jud Strunk,Country
Barbara Mandrell,26,exact_text,1.0,f9af8ba9-78d9-4355-85f5-f3c8abdaa31f,Barbara Mandrell,Barbara Mandrell,"Country, R&B"
Amii Stewart,26,exact_text,1.0,8d1d5ded-96ed-4b5f-9cf0-a2174a2322f0,Amii Stewart,Amii Stewart,"Pop, R&B"
Anita Ward,26,exact_text,1.0,5ffe7875-614f-4823-879b-1fd66574a36d,Anita Ward,Anita Ward,R&B
Christine McVie,26,exact_text,1.0,21551f7d-93f2-4cb7-ba71-7f260058e923,Christine McVie,Christine McVie,"Jazz, Pop, Rock"
Limahl,26,exact_text,1.0,ba147912-dc39-416f-9e4b-09765d671674,Limahl,Limahl,"Pop, Rock"
Dokken,26,exact_text,1.0,09ade3bd-b110-4277-b923-7dc32e6a3f92,Dokken,Dokken,Rock
Bobby McFerrin,26,exact_text,1.0,a996b5bd-db99-4257-b036-336f63448aa2,Bobby McFerrin,Bobby McFerrin,"Country, Jazz, Pop"
Kon Kan,26,exact_text,1.0,f081b120-1468-4a6f-acb6-80a854f9f13c,Kon Kan,Kon Kan,"Electronic, Pop"
Chuckii Booker,26,exact_text,1.0,a61c07b1-8033-4c22-a82e-e30690e70e29,Chuckii Booker,Chuckii Booker,"Hip-Hop, R&B"
Luscious Jackson,26,exact_text,1.0,8be5d1de-e925-4e9f-b410-6d702cd8dcaa,Luscious Jackson,Luscious Jackson,"Electronic, Rock"
Vengaboys,26,exact_text,1.0,90c7177f-4be5-413d-aabd-d228934c2b9b,Vengaboys,Vengaboys,Pop
Modest Mouse,26,exact_text,1.0,a96ac800-bfcb-412a-8a63-0a98df600700,Modest Mouse,Modest Mouse,Rock
Vanessa Hudgens,26,exact_text,1.0,9da7ed18-20fa-4279-88c8-94299728236d,Vanessa Hudgens,Vanessa Hudgens,"Pop, R&B"
Far*East Movement Featuring Cataracs & Dev,26,exact_text,1.0,6bd5655c-b7fe-48ee-8925-c2d2d8798618,Far East Movement,Far East Movement,"Electronic, Hip-Hop, Pop"
Ronnie Dunn,26,exact_text,1.0,9b0636eb-1275-4370-94cc-6ac85d9fb5e8,Ronnie Dunn,Ronnie Dunn,Country
Dove Cameron,26,exact_text,1.0,831dcf03-b745-436b-922f-6a2baaf45e57,Dove Cameron,Dove Cameron,Pop
Arizona Zervas,26,exact_text,1.0,aa4296e3-f61c-46b5-b4fa-abce5bb62ffb,Arizona Zervas,Arizona Zervas,"Hip-Hop, R&B"
Coi Leray,26,exact_text,1.0,e1115c6a-6705-4d17-bbf2-0efd2ef1bbb2,Coi Leray,Coi Leray,"Hip-Hop, Pop"
Charlie Ryan and the Timberline Riders,25,exact_text,1.0,bb1ab11e-9920-46de-892f-1e2edf0ee634,Charlie Ryan & The Timberline Riders,Charlie Ryan & The Timberline Riders,"Country, Rock"
Duane Eddy and the Rebelettes,25,exact_text,1.0,56eec504-6b8b-4689-9931-14849b57a785,Duane Eddy & The Rebelettes,Duane Eddy & The Rebelettes,"Country, Rock"
Don Covay,25,exact_text,1.0,8b98f267-a203-4e69-a6cb-996d4cfecaf7,Don Covay,Don Covay,"Jazz, R&B, Rock"
Michael Nesmith & The First National Band,25,exact_text,1.0,ebbcd8e8-4c7d-467a-b761-d5fb391c8baf,Michael Nesmith & The First National Band,Michael Nesmith & The First National Band,"Country, Pop, Rock"
Thin Lizzy,25,exact_text,1.0,6a726ac6-019e-455c-8bbb-571a77bed52e,Thin Lizzy,Thin Lizzy,"Country, Rock"
Gary Numan,25,exact_text,1.0,6cb79cb2-9087-44d4-828b-5c6fdff2c957,Gary Numan,Gary Numan,"Electronic, Pop, Rock"
Delbert McClinton,25,exact_text,1.0,d0a2f884-96a6-4f21-9f20-0893fd34a55a,Delbert McClinton,Delbert McClinton,"Country, Jazz, Rock"
Musical Youth,25,exact_text,1.0,1a3e7a10-72ed-4591-a363-c1e3bc92fc09,Musical Youth,Musical Youth,"Country, R&B"
Brenda Russell Featuring Joe Esposito,25,exact_text,1.0,47ab22b9-95cb-4920-aa54-7756113e69f7,Brenda Russell,Brenda Russell,"Jazz, Pop, R&B"
Icy Blu,25,exact_text,1.0,68f7e6aa-3d7d-49fe-9875-8ab952e31fb6,Icy Blu,Icy Blu,Hip-Hop
RuPaul,25,exact_text,1.0,15257a48-d9f6-4fd1-b30e-323576b15aca,RuPaul,RuPaul,R&B
Jennifer Paige,25,exact_text,1.0,cb710d10-1b85-498e-814c-59c8c5939730,Jennifer Paige,Jennifer Paige,Pop
Lou Bega,25,exact_text,1.0,64f9c914-74a0-4f6b-8589-6261851b0ab9,Lou Bega,Lou Bega,"Country, Pop"
Cassadee Pope,25,exact_text,1.0,4b714531-2c81-48d2-b134-4197f820caa1,Cassadee Pope,Cassadee Pope,"Country, Pop"
Milky Chance,25,exact_text,1.0,6d230d98-fb8d-4421-a6e8-daca4e55d53e,Milky Chance,Milky Chance,"Country, Electronic, Rock"
Mr. Probz,25,exact_text,1.0,9bb64b8f-d7a4-4fc0-954f-9c9e9d7b3bc3,Mr. Probz,Mr. Probz,"Hip-Hop, R&B"
Jacquees,25,exact_text,1.0,1def2cdc-a6ec-4972-8614-204e13301650,Jacquees,Jacquees,"Hip-Hop, R&B"
BlocBoy JB Featuring Drake,25,exact_text,1.0,a62e2b14-812a-41a1-884d-5a138705ad2d,BlocBoy JB,BlocBoy JB,Hip-Hop
YK Osiris,25,exact_text,1.0,cf96bc6b-8f85-4d4e-b4a6-63f74f4802d1,YK Osiris,YK Osiris,"Hip-Hop, R&B"
Niko Moon,25,exact_text,1.0,39ad6072-5807-44d9-85f8-0a31bf9c3561,Niko Moon,Niko Moon,Country
Ritt Momney,25,exact_text,1.0,5db6354e-6669-4510-ae61-66fe35340449,Ritt Momney,Ritt Momney,Pop
Farruko,25,exact_text,1.0,d2b3524f-67e8-45ef-bfc1-693cac525135,Farruko,Farruko,"Country, Electronic, Hip-Hop"
Brent Faiyaz,25,exact_text,1.0,201412c6-7ced-472b-87a9-9259ec3c07d3,Brent Faiyaz,Brent Faiyaz,R&B
Mark Ambor,25,exact_text,1.0,483e1216-3eb3-4996-a45d-55f6169689a0,Mark Ambor,Mark Ambor,Country
Chris Kenner,24,exact_text,1.0,3548a0ec-9093-4bb5-81cc-8a4190bba793,Chris Kenner,Chris Kenner,R&B
Bobby Hebb,24,exact_text,1.0,d21d85ff-c0d5-4c50-a1be-93438e5d7c60,Bobby Hebb,Bobby Hebb,R&B
Mitch Ryder,24,exact_text,1.0,b1d8fd63-45b2-4f13-a369-78b0a91eb7d3,Mitch Ryder,Mitch Ryder,"R&B, Rock"
Barbara Acklin,24,exact_text,1.0,84e7608b-c16d-4395-9cc2-89f41854f5f9,Barbara Acklin,Barbara Acklin,R&B
Free,24,exact_text,1.0,6cb5d1ca-03ce-4656-92f5-bf35f53d1582,Free,Free,Pop
Graham Nash,24,exact_text,1.0,2ed8ecda-5bb9-4d9f-8c99-0bf9b85b3624,Graham Nash,Graham Nash,"Country, Pop, Rock"
The Nite-Liters,24,exact_text,1.0,4f1245ce-8492-4b8e-9863-0eb94637b28a,The Nite-Liters,The Nite-Liters,R&B
Rick Nelson And The Stone Canyon Band,24,exact_text,1.0,bad7ea95-9be8-4852-ab8c-eb39fa83798e,Rick Nelson & The Stone Canyon Band,Rick Nelson & The Stone Canyon Band,"Country, Pop, Rock"
Barbara Fairchild,24,exact_text,1.0,19ae1de4-1b15-45a0-9104-2d489a2df1cf,Barbara Fairchild,Barbara Fairchild,"Country, R&B"
Frank Zappa,24,exact_text,1.0,e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa,Frank Zappa,"Electronic, Jazz, Pop, R&B, Rock"
Labelle,24,exact_text,1.0,875074d3-6458-47b4-b515-f7ecda93bd8d,LaBelle,LaBelle,"R&B, Rock"
Robin Gibb,24,exact_text,1.0,71bcb5be-394c-4c04-bb38-35982e8a94d3,Robin Gibb,Robin Gibb,"Pop, R&B, Rock"
Gang Starr,24,exact_text,1.0,9ef8042a-2528-4f5c-b7c1-5e72b1efe170,Gang Starr,Gang Starr,Hip-Hop
