listener_artist,chart_appearances,match_type,match_score,mbid,artist_mb,matched_name
The Other Ones,26,exact_text,1.0,221bdb79-f975-46ba-a8ef-8994ff8c0ee7,The Other Ones,The Other Ones
Bobby McFerrin,26,exact_text,1.0,a996b5bd-db99-4257-b036-336f63448aa2,Bobby McFerrin,Bobby McFerrin
Kon Kan,26,exact_text,1.0,f081b120-1468-4a6f-acb6-80a854f9f13c,Kon Kan,Kon Kan
Chuckii Booker,26,exact_text,1.0,a61c07b1-8033-4c22-a82e-e30690e70e29,Chuckii Booker,Chuckii Booker
Jaya,26,exact_text,1.0,1ba482c6-5fb4-4395-a913-3954777fce20,Jaya,Jaya
A'me Lorain,26,exact_text,1.0,1fea751e-7896-4722-b58c-db58cd3ff394,A'me Lorain,A'me Lorain
PC Quest,26,exact_text,1.0,515dba7b-bb12-4b66-ac54-2b3ba6df5305,pc Quest,pc Quest
Kathy Troccoli,26,exact_text,1.0,e004a126-7167-48f9-aeec-1e0cd75749f4,Kathy Troccoli,Kathy Troccoli
Charles & Eddie,26,exact_text,1.0,07eaca09-98e9-421a-ac3e-cc007550b2f5,Charles & Eddie,Charles & Eddie
4 Non Blondes,26,exact_text,1.0,efef848b-63e4-4323-8ef7-69a48fbdd51d,4 Non Blondes,4 Non Blondes
Patra,26,exact_text,1.0,a84c18f2-65a8-4961-afa4-5d834d64f5ec,Patra,Patra
Luscious Jackson,26,exact_text,1.0,8be5d1de-e925-4e9f-b410-6d702cd8dcaa,Luscious Jackson,Luscious Jackson
Somethin' For The People Featuring Trina & Tamara,26,exact_text,1.0,1d556580-e3c6-4f59-83c5-edbc49fc16e9,Somethin’ for the People,Somethin’ for the People
Vengaboys,26,exact_text,1.0,90c7177f-4be5-413d-aabd-d228934c2b9b,Vengaboys,Vengaboys
Son by Four,26,exact_text,1.0,3fbb49b1-a888-42af-b2d5-c6f00ad87e73,Son by Four,Son by Four
Modest Mouse,26,exact_text,1.0,a96ac800-bfcb-412a-8a63-0a98df600700,Modest Mouse,Modest Mouse
Dem Franchize Boyz Featuring Jermaine Dupri| Da Brat & Bow Wow,26,exact_text,1.0,f67ade4c-3b10-497d-a6a7-1f9f05772439,Dem Franchize Boyz,Dem Franchize Boyz
Vanessa Hudgens,26,exact_text,1.0,9da7ed18-20fa-4279-88c8-94299728236d,Vanessa Hudgens,Vanessa Hudgens
Far*East Movement Featuring Cataracs & Dev,26,exact_text,1.0,6bd5655c-b7fe-48ee-8925-c2d2d8798618,Far East Movement,Far East Movement
Ronnie Dunn,26,exact_text,1.0,9b0636eb-1275-4370-94cc-6ac85d9fb5e8,Ronnie Dunn,Ronnie Dunn
Dove Cameron,26,exact_text,1.0,831dcf03-b745-436b-922f-6a2baaf45e57,Dove Cameron,Dove Cameron
Flume Featuring Kai,26,exact_text,1.0,35fd8d42-b4a6-4414-9827-8766bd0daa3c,Flume,Flume
Chance the Rapper Featuring Lil Wayne & 2 Chainz,26,exact_text,1.0,373a4c98-a46b-48e4-86ec-f6ca65b4f438,Chance the Rapper,Chance the Rapper
Arizona Zervas,26,exact_text,1.0,aa4296e3-f61c-46b5-b4fa-abce5bb62ffb,Arizona Zervas,Arizona Zervas
Coi Leray,26,exact_text,1.0,e1115c6a-6705-4d17-bbf2-0efd2ef1bbb2,Coi Leray,Coi Leray
Hudson Westbrook,26,exact_text,1.0,5b511be8-fd02-4de2-a017-7f5d06db53e4,Hudson Westbrook,Hudson Westbrook
The Bell Notes,25,exact_text,1.0,7599e781-9980-4e4b-905b-bfdbffa3a270,The Bell Notes,The Bell Notes
Charlie Ryan and the Timberline Riders,25,exact_text,1.0,bb1ab11e-9920-46de-892f-1e2edf0ee634,Charlie Ryan & The Timberline Riders,Charlie Ryan & The Timberline Riders
Duane Eddy and the Rebelettes,25,exact_text,1.0,56eec504-6b8b-4689-9931-14849b57a785,Duane Eddy & The Rebelettes,Duane Eddy & The Rebelettes
Don Covay,25,exact_text,1.0,8b98f267-a203-4e69-a6cb-996d4cfecaf7,Don Covay,Don Covay
Allan Sherman,25,exact_text,1.0,c8abe225-1f22-4c1e-a644-4d86c33d43f7,Allan Sherman,Allan Sherman
Little Johnny Taylor,25,exact_text,1.0,34a64435-d0ac-46cb-8fe0-a0e624dd9c1a,Little Johnny Taylor,Little Johnny Taylor
Them,25,exact_text,1.0,dbd8e1e8-b3d5-4c5f-9343-bbe5e86380a6,Them,Them
Crispian St. Peters,25,exact_text,1.0,4347a90b-5969-4b84-9062-55dee8d312ed,Crispian St. Peters,Crispian St. Peters
The Left Banke,25,exact_text,1.0,b5c4dbf3-95da-4d3a-8a37-94bc50b8e7a7,The Left Banke,The Left Banke
The Brotherhood Of Man,25,exact_normalized,1.0,d9581fbb-e1d1-4353-b2b8-033ddaf4f40c,Brotherhood of Man,Brotherhood of Man
Ten Years After,25,exact_text,1.0,73faa89a-ee00-4e40-b68e-80e4891dbc45,Ten Years After,Ten Years After
Michael Nesmith & The First National Band,25,exact_text,1.0,ebbcd8e8-4c7d-467a-b761-d5fb391c8baf,Michael Nesmith & The First National Band,Michael Nesmith & The First National Band
Brewer And Shipley,25,exact_text,1.0,a6fc09b9-74b7-48c1-9cc6-7889ec902abc,Brewer & Shipley,Brewer & Shipley
Graham Central Station,25,exact_text,1.0,e11c5e9a-8b3a-44c2-9a71-b7a00b5fb8d5,Graham Central Station,Graham Central Station
Thin Lizzy,25,exact_text,1.0,6a726ac6-019e-455c-8bbb-571a77bed52e,Thin Lizzy,Thin Lizzy
Smokie,25,exact_text,1.0,165e2705-abf7-4f1b-8971-4ceed8769c4d,Smokie,Smokie
Gary Numan,25,exact_text,1.0,6cb79cb2-9087-44d4-828b-5c6fdff2c957,Gary Numan,Gary Numan
Delbert McClinton,25,exact_text,1.0,d0a2f884-96a6-4f21-9f20-0893fd34a55a,Delbert McClinton,Delbert McClinton
Donald Fagen,25,exact_text,1.0,70047e57-0153-4117-b0fc-a1d2e322e5ef,Donald Fagen,Donald Fagen
Musical Youth,25,exact_text,1.0,1a3e7a10-72ed-4591-a363-c1e3bc92fc09,Musical Youth,Musical Youth
Re-flex,25,fuzzy,0.9231,d4bdc7e1-d287-4f88-b9c3-ad9f74964629,Re‐Flex,Re‐Flex
Divinyls,25,exact_text,1.0,01d8f486-874f-4914-a455-48446b7de51d,Divinyls,Divinyls
Brenda Russell Featuring Joe Esposito,25,exact_text,1.0,47ab22b9-95cb-4920-aa54-7756113e69f7,Brenda Russell,Brenda Russell
The Jeff Healey Band,25,exact_text,1.0,9fac4087-8201-4b74-a619-e77b1602aaf4,The Jeff Healey Band,The Jeff Healey Band
Jive Bunny & The Mastermixers,25,exact_text,1.0,fc8e4da5-8a8c-4c7c-b999-2a9b7a093037,Jive Bunny & the Mastermixers,Jive Bunny & the Mastermixers
Kyper,25,exact_text,1.0,ef8f208b-bb0d-4b68-8ffb-3701a2bea39f,Kyper,Kyper
The Adventures Of Stevie V,25,exact_normalized,1.0,6500ea06-c13b-4bbe-8a48-65c2fddfdc21,Adventures of Stevie V,Adventures of Stevie V
Icy Blu,25,exact_text,1.0,68f7e6aa-3d7d-49fe-9875-8ab952e31fb6,Icy Blu,Icy Blu
Kym Sims,25,exact_text,1.0,2316301b-d675-427e-9d1e-97ab8bbed964,Kym Sims,Kym Sims
Nice & Smooth,25,exact_text,1.0,e0af5e8b-403c-4059-bd83-5ae037b391b7,Nice & Smooth,Nice & Smooth
RuPaul,25,exact_text,1.0,15257a48-d9f6-4fd1-b30e-323576b15aca,RuPaul,RuPaul
Luniz,25,exact_text,1.0,a8863d65-6f1e-43b0-b480-7dd85fd8339e,Luniz,Luniz
Jennifer Paige,25,exact_text,1.0,cb710d10-1b85-498e-814c-59c8c5939730,Jennifer Paige,Jennifer Paige
Len,25,exact_text,1.0,f7f4c28d-2a57-4c44-a74d-112105bbeaeb,LEN,LEN
Lou Bega,25,exact_text,1.0,64f9c914-74a0-4f6b-8589-6261851b0ab9,Lou Bega,Lou Bega
Common,25,exact_text,1.0,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common,Common
Trillville Featuring Cutty,25,exact_text,1.0,eaf324ca-ea0e-4f1f-8418-658b384b399a,Trillville,Trillville
AFI,25,exact_text,1.0,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,AFI,AFI
Augustana,25,exact_text,1.0,919ccb96-12da-48f5-bd91-ec410d956048,Augustana,Augustana
Colby O'Donis Featuring Akon,25,fuzzy,0.96,d71c2b20-616a-4bb8-a848-e6edac412c3b,Colby O’Donis,Colby O’Donis
Cassadee Pope,25,exact_text,1.0,4b714531-2c81-48d2-b134-4197f820caa1,Cassadee Pope,Cassadee Pope
Sage The Gemini Featuring IamSu!,25,exact_text,1.0,c211af3d-65e0-46a7-ac49-6c84837a0d16,Sage the Gemini,Sage the Gemini
Milky Chance,25,exact_text,1.0,6d230d98-fb8d-4421-a6e8-daca4e55d53e,Milky Chance,Milky Chance
Mr. Probz,25,exact_text,1.0,9bb64b8f-d7a4-4fc0-954f-9c9e9d7b3bc3,Mr. Probz,Mr. Probz
Ayo & Teo,25,exact_text,1.0,eb4d0e06-6a69-4f5e-994c-68bcf08acb23,Ayo & Teo,Ayo & Teo
Jacquees,25,exact_text,1.0,1def2cdc-a6ec-4972-8614-204e13301650,Jacquees,Jacquees
BlocBoy JB Featuring Drake,25,exact_text,1.0,a62e2b14-812a-41a1-884d-5a138705ad2d,BlocBoy JB,BlocBoy JB
Rich The Kid,25,exact_text,1.0,6d063567-dbf9-4b2a-bd11-1a4450cd93ca,Rich the Kid,Rich the Kid
Flipp Dinero,25,exact_text,1.0,ab0a4c4f-3e0d-4681-b480-c05575a4919a,Flipp Dinero,Flipp Dinero
YK Osiris,25,exact_text,1.0,cf96bc6b-8f85-4d4e-b4a6-63f74f4802d1,YK Osiris,YK Osiris
Niko Moon,25,exact_text,1.0,39ad6072-5807-44d9-85f8-0a31bf9c3561,Niko Moon,Niko Moon
Ritt Momney,25,exact_text,1.0,5db6354e-6669-4510-ae61-66fe35340449,Ritt Momney,Ritt Momney
Farruko,25,exact_text,1.0,d2b3524f-67e8-45ef-bfc1-693cac525135,Farruko,Farruko
Maneskin,25,exact_text,1.0,3862342a-43c4-4cdb-8250-bfdbfb5e1419,Måneskin,Måneskin
Brent Faiyaz,25,exact_text,1.0,201412c6-7ced-472b-87a9-9259ec3c07d3,Brent Faiyaz,Brent Faiyaz
Mark Ambor,25,exact_text,1.0,483e1216-3eb3-4996-a45d-55f6169689a0,Mark Ambor,Mark Ambor
Mariah the Scientist,25,exact_text,1.0,5fc55ebf-21bd-4eda-954c-dd250132331e,Mariah the Scientist,Mariah the Scientist
Danny & The Juniors,24,exact_text,1.0,93df1072-9d44-4aaf-a46d-ba53a097b287,Danny & the Juniors,Danny & the Juniors
Chris Kenner,24,exact_text,1.0,3548a0ec-9093-4bb5-81cc-8a4190bba793,Chris Kenner,Chris Kenner
Love,24,exact_text,1.0,34ec9a8d-c65b-48fd-bcdd-aad2f72fdb47,Love,Love
Bobby Hebb,24,exact_text,1.0,d21d85ff-c0d5-4c50-a1be-93438e5d7c60,Bobby Hebb,Bobby Hebb
Mitch Ryder,24,exact_text,1.0,b1d8fd63-45b2-4f13-a369-78b0a91eb7d3,Mitch Ryder,Mitch Ryder
The Irish Rovers,24,exact_text,1.0,500d2b10-b0fb-4615-a1a6-fa226a620d32,The Irish Rovers,The Irish Rovers
Barbara Acklin,24,exact_text,1.0,84e7608b-c16d-4395-9cc2-89f41854f5f9,Barbara Acklin,Barbara Acklin
The Chambers Brothers,24,exact_text,1.0,5c51de66-d15e-48ed-9402-0f17ba2dfc52,The Chambers Brothers,The Chambers Brothers
Spirit,24,exact_text,1.0,ca5db97b-ba17-4e85-a876-46065e2052b3,Spirit,Spirit
Free,24,exact_text,1.0,6cb5d1ca-03ce-4656-92f5-bf35f53d1582,Free,Free
Graham Nash,24,exact_text,1.0,2ed8ecda-5bb9-4d9f-8c99-0bf9b85b3624,Graham Nash,Graham Nash
The Nite-Liters,24,exact_text,1.0,4f1245ce-8492-4b8e-9863-0eb94637b28a,The Nite-Liters,The Nite-Liters
Coven,24,exact_text,1.0,47da0bf2-983a-4df9-ad7f-1afb7295a4de,Coven,Coven
Joey Heatherton,24,exact_text,1.0,501e6125-787b-451c-bdb0-ce6652d60d30,Joey Heatherton,Joey Heatherton
Rick Nelson And The Stone Canyon Band,24,exact_text,1.0,bad7ea95-9be8-4852-ab8c-eb39fa83798e,Rick Nelson & The Stone Canyon Band,Rick Nelson & The Stone Canyon Band
Barbara Fairchild,24,exact_text,1.0,19ae1de4-1b15-45a0-9104-2d489a2df1cf,Barbara Fairchild,Barbara Fairchild
Focus,24,exact_text,1.0,821e11d6-cfec-44a7-9615-06a4e631c975,Focus,Focus
First Class,24,exact_text,1.0,490f76ca-d6b4-4729-8889-7b97d48373c9,First Class,First Class
Frank Zappa,24,exact_text,1.0,e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa,Frank Zappa
Labelle,24,exact_text,1.0,875074d3-6458-47b4-b515-f7ecda93bd8d,LaBelle,LaBelle
Robin Gibb,24,exact_text,1.0,71bcb5be-394c-4c04-bb38-35982e8a94d3,Robin Gibb,Robin Gibb
Change,24,exact_text,1.0,9974d324-3d58-4f93-812b-41eb3ca75eed,Change,Change
Pia Zadora,24,exact_text,1.0,afa923ab-bd12-471f-b996-c2af179af4bd,Pia Zadora,Pia Zadora
After The Fire,24,exact_text,1.0,3edac1c5-19cd-4cd4-bd7c-bf38d0efdcd8,After the Fire,After the Fire
Pseudo Echo,24,exact_text,1.0,dc1492bc-2aab-4c59-92bc-2b030f781a05,Pseudo Echo,Pseudo Echo
The Kane Gang,24,exact_text,1.0,4adab590-3fc8-4589-880b-f63cd98f1499,The Kane Gang,The Kane Gang
Love And Rockets,24,exact_text,1.0,8cb3aa4a-3b4c-48b8-be0a-e57010fc1430,Love and Rockets,Love and Rockets
Mellow Man Ace,24,exact_text,1.0,eb37b2c4-94bd-4d8f-8b73-8efdcec51013,Mellow Man Ace,Mellow Man Ace
Mary Chapin Carpenter,24,exact_text,1.0,ba1bf556-2af2-4772-835f-ed2e15070758,Mary Chapin Carpenter,Mary Chapin Carpenter
Gang Starr,24,exact_text,1.0,9ef8042a-2528-4f5c-b7c1-5e72b1efe170,Gang Starr,Gang Starr
Hole,24,exact_text,1.0,1dcc8968-f2cd-441c-beda-6270f70f2863,Hole,Hole
Capleton,24,exact_text,1.0,93dda03d-c1d3-42c2-80b0-fa71bc20262b,Capleton,Capleton
Kenny Lattimore,24,exact_text,1.0,34e6869f-c666-4999-b645-113f74a6e5d9,Kenny Lattimore,Kenny Lattimore
Cleopatra,24,exact_text,1.0,4ba0de0f-5f87-4071-b3bd-3d4e11c91c05,Cleopatra,Cleopatra
Sonique,24,exact_text,1.0,e8b37da4-6cb2-4641-ab53-da42f02fbdfb,Sonique,Sonique
SoulDecision Featuring Thrust,24,exact_text,1.0,e01482f5-8865-4d25-b2f5-0ebfdf53d96c,soulDecision,soulDecision
Kandi,24,exact_text,1.0,888f7e18-2a96-4f2e-8320-08ff4330b442,Kandi,Kandi
Nappy Roots,24,exact_text,1.0,01b64e1d-1e61-4482-b34a-cdb6d2a47f8d,Nappy Roots,Nappy Roots
N.O.R.E.,24,exact_text,1.0,812d3015-2f4c-4fa7-bd7d-30ec4beb2c82,N.O.R.E.,N.O.R.E.
Lil' Kim Featuring 50 Cent,24,exact_text,1.0,bc1b5c95-e6d6-46b5-957a-5e8908b02c1e,Lil’ Kim,Lil’ Kim
Cassidy Featuring R. Kelly,24,exact_text,1.0,32090ac9-6e46-47c5-b9ce-69c504a4a7bc,Cassidy,Cassidy
Bow Wow Featuring Omarion,24,exact_text,1.0,6fd44ae7-097d-4979-94ba-5dfc40d9f7ad,Bow Wow,Bow Wow
Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,24,exact_text,1.0,28438dd9-6244-4627-aa42-f9749c4fde08,Bubba Sparxxx,Bubba Sparxxx
O.A.R.,24,exact_text,1.0,16aae9fa-d8f7-4e2c-a907-44aee1ad67fc,O.A.R.,O.A.R.
Diddy - Dirty Money Featuring Skylar Grey,24,exact_text,1.0,480cdd78-e54e-4518-9ec9-572a62d7e1e1,Diddy – Dirty Money,Diddy – Dirty Money
Skrillex Featuring Sirah,24,exact_text,1.0,ae002c5d-aac6-490b-a39a-30aa9e2edf2b,Skrillex,Skrillex
Tinashe Featuring ScHoolboy Q,24,exact_text,1.0,396a9525-0994-4542-b480-c4587feeb476,Tinashe,Tinashe
Gene Autry,24,exact_text,1.0,675b7627-6b5d-4a46-a728-785cb24a299e,Gene Autry,Gene Autry
Duncan Laurence,24,exact_text,1.0,20faff08-d3b7-45ca-a8aa-a85f6bb9eb78,Duncan Laurence,Duncan Laurence
Addison Rae,24,exact_text,1.0,610b71d9-fa78-47d6-9073-083922e73840,Addison Rae,Addison Rae
Kalin Twins,23,exact_text,1.0,d385fd04-0656-4873-8490-0b469f1f0b4a,Kalin Twins,Kalin Twins
Dale Hawkins,23,exact_text,1.0,6517f833-742a-48a0-a30a-32980c442074,Dale Hawkins,Dale Hawkins
Carl Mann,23,exact_text,1.0,1630f57d-20af-4239-a3e3-709cf01840e2,Carl Mann,Carl Mann
Mitchell Torok,23,exact_text,1.0,43c86bfe-e3d2-427d-9efe-628b02bddb6a,Mitchell Torok,Mitchell Torok
Maurice Williams & The Zodiacs,23,exact_text,1.0,63ba47cd-3a9e-42e8-bf31-df0db673bccc,Maurice Williams & the Zodiacs,Maurice Williams & the Zodiacs
Ketty Lester,23,exact_text,1.0,75a67f04-d582-44b3-980c-e77bfd2f6dfb,Ketty Lester,Ketty Lester
Buck Owens,23,exact_text,1.0,13cb0fb4-7f7f-4116-a282-905c675c39ef,Buck Owens,Buck Owens
Arthur Prysock,23,exact_text,1.0,6d7bbe9c-e9de-4057-8d69-bbc09e365ebb,Arthur Prysock,Arthur Prysock
Nancy Sinatra & Lee Hazlewood,23,exact_text,1.0,c51c730d-40fa-41fd-bb2d-2027955db2e0,Nancy Sinatra & Lee Hazlewood,Nancy Sinatra & Lee Hazlewood
The Vanilla Fudge,23,exact_normalized,1.0,96ad1836-0a6e-423f-a2af-0f4a64a325ca,Vanilla Fudge,Vanilla Fudge
Big Brother And The Holding Company,23,exact_text,1.0,3cf5a3be-25ef-4408-98fe-e66fee536be1,Big Brother & the Holding Company,Big Brother & the Holding Company
Joe South and The Believers,23,exact_text,1.0,0254ae5f-2456-4fdf-9fab-24871f77ec34,Joe South & The Believers,Joe South & The Believers
Steam,23,exact_text,1.0,7c1bfa64-9ff6-4b3f-a5aa-610298b76a55,Steam,Steam
The Marmalade,23,exact_normalized,1.0,b15f5684-f132-43a1-a577-f7f7986b31a0,Marmalade,Marmalade
Sammi Smith,23,exact_text,1.0,0992bca3-a7ec-4cd6-9681-b37bbb680fc0,Sammi Smith,Sammi Smith
Humble Pie,23,exact_text,1.0,696989bc-c9a8-4ba8-a99b-b8015dba577f,Humble Pie,Humble Pie
Timmy Thomas,23,exact_text,1.0,7e092d19-6726-4b9a-a879-157065833481,Timmy Thomas,Timmy Thomas
Rick Derringer,23,exact_text,1.0,9259284f-5f4e-4c77-ab33-faa5d8bed31b,Rick Derringer,Rick Derringer
Emmylou Harris,23,exact_text,1.0,35ef61ca-43db-4772-ba27-0489e9ebcb69,Emmylou Harris,Emmylou Harris
Head East,23,exact_text,1.0,1f6fdb90-95a2-419e-9994-b406d562caac,Head East,Head East
Dr. Buzzard's Original Savannah Band,23,fuzzy,0.9855,3fb11c9d-aafe-4af7-b03f-2324d012fac1,Dr. Buzzard’s Original Savannah Band,Dr. Buzzard’s Original Savannah Band
Lee Ritenour,23,exact_text,1.0,0c361ea5-98c6-4947-900b-201833f2dd84,Lee Ritenour,Lee Ritenour
Skyy,23,exact_text,1.0,b2f67427-807b-4ff5-9fc0-51364b8faec3,Skyy,Skyy
Kajagoogoo,23,exact_text,1.0,7bc51021-6a84-4a04-ada3-0541615a97bc,Kajagoogoo,Kajagoogoo
Big Country,23,exact_text,1.0,b4013ff1-d7ce-4b1a-af6e-e0b19ca7f378,Big Country,Big Country
Nena,23,exact_text,1.0,38bfaa7f-ee98-48cb-acd0-946d7aeecd76,Nena,Nena
Lone Justice,23,exact_text,1.0,778b34b7-736f-45d1-9486-2c9545ea6daa,Lone Justice,Lone Justice
Rene & Angela,23,exact_text,1.0,0ede392f-1c70-454b-9aea-d62bec4c5b6e,René & Angela,René & Angela
Georgio,23,exact_text,1.0,4020ea18-d886-483c-910f-a0e7e039c097,Georgio,Georgio
Traveling Wilburys,23,exact_text,1.0,4387b544-e4d0-4f18-b74e-d4a5ba1582ab,Traveling Wilburys,Traveling Wilburys
Saraya,23,exact_text,1.0,0737d6d6-05c3-48c0-9366-a2eb4183235f,Saraya,Saraya
Kix,23,exact_text,1.0,04a15a94-2a32-4f48-9596-ce3ea14e7d52,KIX,KIX
Oleta Adams,23,exact_text,1.0,d3ffeb64-9d7b-4911-98e5-91ee26005ee9,Oleta Adams,Oleta Adams
Susanna Hoffs,23,exact_text,1.0,75936880-d5bd-47a3-b167-00d67c82a6c5,Susanna Hoffs,Susanna Hoffs
Riff,23,exact_text,1.0,f07c6b7a-9b6d-481d-9958-d95b537c711b,Riff,Riff
EPMD,23,exact_text,1.0,4fa39dc8-c695-4e0e-ba04-92c63d99c9f9,EPMD,EPMD
Grand Puba,23,exact_text,1.0,fabe923b-4c57-4f77-b98a-198bf6ddc1b5,Grand Puba,Grand Puba
Bizarre Inc,23,exact_text,1.0,f72312f7-41ea-4a31-902d-1982eb3eca51,Bizarre Inc,Bizarre Inc
Nuttin' Nyce,23,exact_text,1.0,34794f09-cb13-4164-b745-adc8bdd47232,Nuttin’ Nyce,Nuttin’ Nyce
Blind Melon,23,exact_text,1.0,38c5cdab-5d6d-43d1-85b0-dac41bde186e,Blind Melon,Blind Melon
Intro,23,exact_text,1.0,d20b3a28-9ca9-41b4-8baa-c4f071d3d7d4,Intro,Intro
Redman,23,exact_text,1.0,1f1f6737-b930-46fc-8d25-110bb99f7490,Redman,Redman
Billie Ray Martin,23,exact_text,1.0,c4af6041-f886-491a-81dc-c4c8245c4bd5,Billie Ray Martin,Billie Ray Martin
MoKenStef,23,exact_text,1.0,76696314-41f4-49fa-9085-cd1fea8b5557,MoKenStef,MoKenStef
Republica,23,exact_text,1.0,78b8347b-a1e2-4e36-a917-92d632a62c18,Republica,Republica
"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",23,exact_text,1.0,2adb0ccf-24c5-4b69-85dd-dc5093020db2,Nicole,Nicole
B*Witched,23,exact_text,1.0,2e4c4409-4fdd-4654-a2cf-9a4247f307de,B*Witched,B*Witched
Robbie Williams,23,exact_text,1.0,db4624cf-0e44-481e-a9dc-2142b833ec2f,Robbie Williams,Robbie Williams
Evan And Jaron,23,exact_text,1.0,baa5f18e-3a37-4720-bb44-bc157adb139d,Evan and Jaron,Evan and Jaron
Crazy Town,23,exact_text,1.0,8996b655-fbad-4018-b430-1bd8fab43235,Crazy Town,Crazy Town
Saliva,23,exact_text,1.0,6e650a01-6489-4dc8-85e1-8ec809dd72a2,Saliva,Saliva
Josh Kelley,23,exact_text,1.0,4e5d156b-d8c1-4758-818a-f23f9abd887b,Josh Kelley,Josh Kelley
A Perfect Circle,23,exact_text,1.0,078a9376-3c04-4280-b7d7-b20e158f345d,A Perfect Circle,A Perfect Circle
Lil' Flip Featuring Lea,23,exact_text,1.0,981d39fc-bd00-4cc6-ac67-6410f8b89098,Lil’ Flip,Lil’ Flip
Crossfade,23,exact_text,1.0,79d60c41-8fe0-448c-9bec-3f43c10f860a,Crossfade,Crossfade
Three 6 Mafia Featuring Young Buck & Eightball & MJG,23,exact_text,1.0,a8754ac4-a85e-4f48-a81f-eecd482570ef,Three 6 Mafia,Three 6 Mafia
Plies Featuring Akon,23,exact_text,1.0,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies,Plies
Ca$h Out,23,exact_text,1.0,d5f90fc9-eeb0-4aa2-afc1-7f15eb1aefb0,Ca$h Out,Ca$h Out
Troye Sivan,23,exact_text,1.0,e5712ceb-c37a-4c49-a11c-ccf4e21852d4,Troye Sivan,Troye Sivan
Kesha,23,exact_text,1.0,fab34286-b8e1-4879-bce3-194e1358fbd2,Kesha,Kesha
Lil Tjay,23,exact_text,1.0,d44b92db-dd49-4636-abe8-7c381f90b7aa,Lil Tjay,Lil Tjay
Pooh Shiesty Featuring Lil Durk,23,exact_text,1.0,82cc5b8b-22e8-48e3-9f97-6ab39ac316d6,Pooh Shiesty,Pooh Shiesty
Chloe,23,exact_text,1.0,871ba173-eda6-40f2-9e44-4c9d371a965a,Chloé,Chloé
RAYE Featuring 070 Shake,23,exact_text,1.0,8be564c3-dfba-440b-af8c-4ffbceeef45e,RAYE,RAYE
KATSEYE,23,exact_text,1.0,abbf7d85-9a7f-4a6c-80bd-bf71f2c7d520,KATSEYE,KATSEYE
Ella Fitzgerald,22,exact_text,1.0,54799c0e-eb45-4eea-996d-c4d71a63c499,Ella Fitzgerald,Ella Fitzgerald
Hank Locklin,22,exact_text,1.0,c8d0d74b-80eb-4746-8cea-f5df78b4b90c,Hank Locklin,Hank Locklin
Al Caiola And His Orchestra,22,exact_text,1.0,64c9d4d3-91d3-4f1f-8f21-6312715115fd,Al Caiola & His Orchestra,Al Caiola & His Orchestra
B. Bumble & The Stingers,22,exact_text,1.0,72d32de0-21e3-4bbd-ab88-ebe7cea22dc5,B. Bumble & the Stingers,B. Bumble & the Stingers
The G-Clefs,22,exact_text,1.0,547c44fd-1ef9-4e4a-960b-2e9c3f9b4190,The G-Clefs,The G-Clefs
John D. Loudermilk,22,exact_text,1.0,e5fbd7a7-eaaa-49fa-8512-ac2d1b416011,John D. Loudermilk,John D. Loudermilk
King Curtis And The Noble Knights,22,exact_text,1.0,03093d2a-00af-4adb-a442-da78a96cc170,King Curtis & The Noble Knights,King Curtis & The Noble Knights
The Village Stompers,22,exact_text,1.0,4534485d-0641-45e7-a99e-cd0a40dc7253,The Village Stompers,The Village Stompers
The Serendipity Singers,22,exact_text,1.0,95f1da87-cf65-49e8-8220-07bcc13fae2e,The Serendipity Singers,The Serendipity Singers
J. Frank Wilson and The Cavaliers,22,exact_text,1.0,185e96fd-a8c1-4c30-a7b1-63913cfdc499,J. Frank Wilson and the Cavaliers,J. Frank Wilson and the Cavaliers
Barry McGuire,22,exact_text,1.0,43a5364c-7096-4f9b-ab63-b71d62af52bd,Barry McGuire,Barry McGuire
Syndicate Of Sound,22,exact_normalized,1.0,b7904538-a9cc-48f0-a480-245e8c82030c,The Syndicate of Sound,The Syndicate of Sound
The Electric Prunes,22,exact_text,1.0,8cb8b329-e152-4394-80d0-6aab033ec16c,The Electric Prunes,The Electric Prunes
The Sunshine Company,22,exact_normalized,1.0,09358c64-b935-429b-80ad-821bd2fa2bbb,Sunshine Company,Sunshine Company
Small Faces,22,exact_text,1.0,7771a68c-ef6a-400f-978d-64050d45a54c,Small Faces,Small Faces
Merrilee Rush & The Turnabouts,22,exact_text,1.0,4b5c75da-1001-4011-bf12-defedbe562f2,Merrilee Rush and the Turnabouts,Merrilee Rush and the Turnabouts
Cliff Nobles & Co.,22,exact_text,1.0,d6ac96ca-0cf8-4e1a-a043-43a666eadf40,Cliff Nobles & Co.,Cliff Nobles & Co.
Brooklyn Bridge,22,exact_normalized,1.0,e9f8ef6e-63b5-4507-be0d-f76430ae06c7,The Brooklyn Bridge,The Brooklyn Bridge
Spiral Starecase,22,exact_text,1.0,d73a1607-e300-4c31-a71e-60cc0093a07b,Spiral Starecase,Spiral Starecase
